iter	Logloss
0	0.67077492
1	0.6483180686
2	0.6285266743
3	0.6107415661
4	0.5913696715
5	0.5671160284
6	0.5528089026
7	0.5362719931
8	0.5204369453
9	0.4993517675
10	0.4842419485
11	0.4621740365
12	0.4475728438
13	0.4283408108
14	0.4159046636
15	0.4031357599
16	0.3918380418
17	0.3800253981
18	0.3646980403
19	0.3486085942
20	0.332615851
21	0.3233675352
22	0.3163271682
23	0.3081872533
24	0.2991062308
25	0.2863416472
26	0.2744404515
27	0.2672659689
28	0.2602196644
29	0.2505968166
30	0.2436974391
31	0.2342461835
32	0.2272086469
33	0.2179372194
34	0.20912147
35	0.201129908
36	0.1936019408
37	0.1859005937
38	0.1796863295
39	0.1736474137
40	0.1689341823
41	0.1629735077
42	0.1575538497
43	0.1522847153
44	0.1494012511
45	0.1468648977
46	0.1434414596
47	0.1391757555
48	0.1351281649
49	0.1316273794
50	0.1290081987
51	0.126322737
52	0.1225638077
53	0.1199943298
54	0.1169255468
55	0.1136861293
56	0.1107629858
57	0.1080780455
58	0.1054857751
59	0.1030682679
60	0.1016912208
61	0.099508501
62	0.0971778859
63	0.09493935557
64	0.09393841519
65	0.0917064821
66	0.08968273466
67	0.08766093447
68	0.0866874365
69	0.08490167934
70	0.0833150845
71	0.08170527162
72	0.08026073036
73	0.07903660092
74	0.07766874731
75	0.07647173042
76	0.07505197139
77	0.07414582916
78	0.07278224248
79	0.07204701146
80	0.07115364873
81	0.07003877286
82	0.06882813053
83	0.06757092975
84	0.0666814296
85	0.06576170449
86	0.06473033698
87	0.06383239874
88	0.06289828738
89	0.06205244078
90	0.06118411034
91	0.06073621061
92	0.06001623305
93	0.05951764095
94	0.0588238768
95	0.05816539727
96	0.05770383486
97	0.05698773585
98	0.05659152341
99	0.05596901483
100	0.05557631914
101	0.05490715633
102	0.05426682987
103	0.05366472486
104	0.05349472876
105	0.05291703356
106	0.05241562166
107	0.05192231799
108	0.05158898687
109	0.05130205992
110	0.0509740598
111	0.05048327266
112	0.04999616189
113	0.049576625
114	0.04915132616
115	0.04875988608
116	0.04856500133
117	0.04829466326
118	0.04800501229
119	0.04770132621
120	0.04733758924
121	0.04711368194
122	0.04694999578
123	0.04673645786
124	0.04632923759
125	0.04613618305
126	0.04574389704
127	0.04557252296
128	0.04536253372
129	0.04513158226
130	0.04491221323
131	0.04475600749
132	0.0445307036
133	0.04419825832
134	0.04402782062
135	0.04374992232
136	0.0435102508
137	0.04338756599
138	0.04320399765
139	0.04303556573
140	0.04276562402
141	0.04262922332
142	0.04233989423
143	0.04211795014
144	0.04194306463
145	0.04161214363
146	0.04148926462
147	0.0413282546
148	0.04110424622
149	0.04084084855
150	0.04062070009
151	0.04049903944
152	0.04027284439
153	0.04005418828
154	0.03989685197
155	0.03977137929
156	0.03964941804
157	0.03947019378
158	0.03933799882
159	0.03911151647
160	0.03890748071
161	0.03880763353
162	0.03869662957
163	0.03860821052
164	0.03847093462
165	0.03835278276
166	0.0382167332
167	0.03801654672
168	0.03787350621
169	0.03776410368
170	0.03762467835
171	0.03753447167
172	0.03740324502
173	0.03726132179
174	0.03713450838
175	0.03693839995
176	0.03686777219
177	0.03672060042
178	0.03669025309
179	0.03658759145
180	0.03655319267
181	0.03648953192
182	0.03639179161
183	0.03621519826
184	0.0361108607
185	0.03599712473
186	0.03593006959
187	0.03579287881
188	0.0356573746
189	0.03550606093
190	0.03544155956
191	0.03536311619
192	0.03522255763
193	0.03512172087
194	0.03503173764
195	0.03493807805
196	0.03487797395
197	0.03481125399
198	0.03476733177
199	0.03464470282
200	0.03451437531
201	0.03445228672
202	0.03440508184
203	0.03434172701
204	0.03427423294
205	0.03420942299
206	0.03411899285
207	0.03398290605
208	0.03391382917
209	0.03382424231
210	0.03375391515
211	0.03364718343
212	0.03353359909
213	0.03349204176
