y_test,y_tepred
0,0.002242082210493669
0,0.0022610858307137876
0,0.0007997993382847956
0,0.050140225002531215
0,0.0003144405151236505
0,0.0008199185812395989
0,0.0006377232207318453
0,0.0007324187039309701
0,0.002200189594548534
0,0.035481416281631
0,0.001217988465052157
0,0.0023630451799138315
0,0.000851482394915119
0,0.10765024099400071
0,0.0008881822721969181
0,0.0008042955525317476
0,0.00037327981370195034
0,0.001427581795638945
0,0.026735018994987404
0,0.00021211248173893559
0,0.001930921935730083
0,0.012588747832185996
0,0.0006248812865954214
0,0.0007271663916547773
0,0.00017399940871914724
0,0.0007779031251451354
0,0.00018217875836989232
0,0.00018487549814574886
0,0.00017227139942446826
0,0.0031319323358087185
0,0.08334254775570155
0,0.000522785486340151
0,0.003972650099099141
0,0.0014410181331004854
0,0.000970687512625515
0,0.00030090696545466596
0,0.0006010654419766222
0,0.0036167929785628915
0,0.0007720412058595934
0,0.00023301693528654356
0,0.01286031377419767
0,0.0001925028482591898
1,0.631539009955143
0,0.00025916243873986183
0,0.0020306556738553436
0,0.0020636715335818107
0,0.00044468986079286706
0,0.00019068706315897706
0,0.000650529796200422
0,0.0012858663342767505
0,0.0018764467931077047
0,0.000298268434813448
0,0.000942009462308484
0,0.0020064761805941266
1,0.9111241994246964
0,0.000916729744260178
0,0.00017286273489284962
0,0.00047373919310138247
0,0.0027643552437084636
0,0.0029865906011556534
0,0.0450192846577114
0,0.0016514554259938177
0,0.004725942580481696
0,0.0022956220322947404
0,0.00021863239524542684
0,0.00035484879737380923
0,0.0035494939270662574
0,0.001661518919139808
0,0.0021779524573810587
0,0.0018470567454007879
0,0.000570902584907272
0,0.0007349181007025727
0,0.0007838893616887593
0,0.0031536897243371644
0,0.0020922833692362483
0,0.007168809717456693
0,0.001781167538030188
0,0.0003795218773023694
0,0.0015766707661406933
0,0.0029471880803296027
0,0.0104929829620736
0,0.00018829348252347004
0,0.0008331532609862127
0,0.0007325353088870281
0,0.004486626997041151
0,0.001926670177260341
0,0.000748055520485286
0,0.0034184128436953428
0,0.0002271668218462658
0,0.00249136700221591
0,0.002229838662588857
0,0.004353577281074077
0,0.0008044464138918504
0,0.00018682626984196137
0,0.003407131508670271
0,0.0012789687486236335
0,0.00022238106465970685
0,0.0007827201723507661
0,0.0002532059187799056
0,0.00019607489104378617
0,0.0011912679176540584
0,0.00018280505879976125
0,0.00048602636457128356
0,0.001143143919467195
0,0.00042132151733556274
0,0.0007322760880408773
0,0.0011190748131877876
0,0.16205461457341833
0,0.0014698055832557029
0,0.7783270737482634
0,0.0013203731638690393
0,0.00021123459277265667
0,0.0021571403439046987
0,0.0015223079324076056
0,0.24420160456779597
0,0.0031344828673705357
0,0.0014528535720213522
0,0.00046056263734310475
0,0.0008992862236584147
0,0.0008341356550299839
0,0.003912831330675663
0,0.002071031004606202
0,0.0013362536914539635
1,0.6108204973927194
0,0.001177044366998993
0,0.003024641949218576
0,0.000193807331638465
0,0.0012954994482739844
0,0.0011415479763229588
0,0.004223731218570669
0,0.0005002721777567964
0,0.010401388857748276
0,0.0005305185131237242
0,0.0006058992610145388
0,0.0008042637865737343
0,0.001358830115026854
1,0.7050852161953363
0,0.0008650138045517418
0,0.0005669461298263192
0,0.002769856651663722
0,0.002376248047878475
0,0.0001807918305960166
0,0.00019551133500322077
0,0.002241810289829922
0,0.0025637629545717175
0,0.0008553979432612734
0,0.0014772268323975705
0,0.0033486174726796605
1,0.04723298224117601
0,0.0004802682016902054
0,0.030635275181823983
0,0.0006465064062813011
0,0.0029364666878648376
0,0.00025718774490703246
0,0.000193232573111229
0,0.0044373518106563675
0,0.0015404724719718912
0,0.00021239740847508277
1,0.4279662142910456
0,0.0002499718884762754
0,0.0010807395098432187
1,0.859275730890461
0,0.001264555706097683
0,0.001413349432623877
1,0.9273930202409305
0,0.0007320453828916599
0,0.0007373849549323813
0,0.001656143093699185
0,0.0020105562293726304
0,0.0011456985680273466
0,0.0005998635718878773
0,0.0010251551457898524
0,0.00099358295548417
0,0.0013679793919701183
0,0.00017645027482260524
0,0.0006058520402584294
0,0.0817545933579296
0,0.0004674453679423948
0,0.00017807849470732076
0,0.0006996886727231449
0,0.0018010092194169324
0,0.00019181285155723274
0,0.000804320663693884
0,0.00041936015953009716
0,0.00026158153123566444
0,0.00019044114568550241
0,0.0007827201723507661
0,0.0004716023161477721
0,0.00018934272905589191
0,0.0007125787467960315
0,0.004124642514339939
0,0.0019258274832074697
0,0.004188831901305166
0,0.0001806120485144988
1,0.12201833567846038
0,0.0002537754776742101
0,0.0015552611955746286
0,0.00022923932701554304
0,0.035521947932336866
0,0.0002536738609545806
0,0.0016940875738113363
0,0.000270826882209975
0,0.00018255867947825655
